Region_name,LA_name,Gender,Ethnicity,Pupil Count,Pupils in Progress 8,Total achieve A*-C in English and Maths,Total Ebacc Entry,Total achieve Ebacc,Attainment 8 Total,Progress 8 Total,Attainment 8,Progress 8,Ebacc,GCSE A*-C,GCSE Average
,,Male,Black,13718,12056,7418,4963,2264,630263.75,-116.898,45.94428853,-0.008521505,0.165038635,0.54074938,4.594428853
,,Male,Chinese,1002,816,802,572,453,61026.25,457.601,60.90444112,0.456687625,0.452095808,0.800399202,6.090444112
,,Male,,273890,260504,162619,94629,53941,13100831.25,-43778.692,47.83245555,-0.159840418,0.196944029,0.593738362,4.783245555
North East,,,White,24295,23901,14951,8703,5240,1181191,-4496.177,48.61868697,-0.185065939,0.215682239,0.615394114,4.861868697
North East,,,Mixed,363,329,249,165,106,18999.75,42.061,52.34090909,0.115870523,0.292011019,0.685950413,5.234090909
North East,,,Asian,878,815,601,383,266,46605.25,433.436,53.08115034,0.49366287,0.302961276,0.684510251,5.308115034
North East,,,Black,176,134,99,74,48,8972,75.458,50.97727273,0.428738636,0.272727273,0.5625,5.097727273
North East,,,Chinese,46,39,35,31,24,2814,33.133,61.17391304,0.720282609,0.52173913,0.760869565,6.117391304
North East,,,,26076,25478,16075,9448,5739,1270922.5,-4056.779,48.73916628,-0.155575203,0.220087437,0.61646725,4.873916628
North East,,Female,White,11910,11720,7732,4983,3184,603643.5,-990.114,50.68375315,-0.083132997,0.267338371,0.649202351,5.068375315
North East,,Female,Mixed,188,173,133,97,68,10174.25,51.305,54.11835106,0.272898936,0.361702128,0.707446809,5.411835106
North East,,Female,Asian,452,419,323,239,178,24747,275.254,54.75,0.608969027,0.39380531,0.71460177,5.475
North East,,Female,Black,88,73,52,47,31,4696.5,68.314,53.36931818,0.776295455,0.352272727,0.590909091,5.336931818
North East,,Female,Chinese,23,19,19,17,15,1481,18.477,64.39130435,0.803347826,0.652173913,0.826086957,6.439130435
North East,,Female,,12795,12511,8319,5425,3499,649966.75,-625.572,50.79849551,-0.048891911,0.273466198,0.65017585,5.079849551
North East,,Male,White,12385,12181,7219,3720,2056,577547.5,-3506.063,46.63282196,-0.283089463,0.166007267,0.582882519,4.663282196
North East,,Male,Mixed,175,156,116,68,38,8825.5,-9.244,50.43142857,-0.052822857,0.217142857,0.662857143,5.043142857
North East,,Male,Asian,426,396,278,144,88,21858.25,158.182,51.31044601,0.371319249,0.20657277,0.65258216,5.131044601
North East,,Male,Black,88,61,47,27,17,4275.5,7.144,48.58522727,0.081181818,0.193181818,0.534090909,4.858522727
North East,,Male,Chinese,23,20,16,14,9,1333,14.656,57.95652174,0.637217391,0.391304348,0.695652174,5.795652174
North East,,Male,,13281,12967,7756,4023,2240,620955.75,-3431.207,46.75519539,-0.258354567,0.168661998,0.583992169,4.675519539
North West,,,White,62415,60862,38423,23228,14388,3073075.5,-12449.31,49.23616919,-0.199460226,0.230521509,0.615605223,4.923616919
North West,,,Mixed,2171,2019,1326,779,505,107552.5,-290.767,49.54053432,-0.133932289,0.2326117,0.610778443,4.954053432
North West,,,Asian,6339,5837,4097,2635,1784,324867,1742.541,51.24893516,0.274892097,0.281432403,0.646316454,5.124893516
North West,,,Black,1524,1209,873,542,278,74033.75,281.46,48.57857612,0.184685039,0.182414698,0.572834646,4.857857612
North West,,,Chinese,297,251,248,175,140,18388.75,154.458,61.91498316,0.520060606,0.471380471,0.835016835,6.191498316
North West,,,,74057,71252,45658,27803,17364,3657721.25,-10690.661,49.39062141,-0.144357198,0.234468045,0.616525109,4.939062141
North West,,Female,White,30795,30055,20332,13031,8608,1588695.75,-1772.834,51.58940575,-0.057568891,0.279525897,0.660237051,5.158940575
North West,,Female,Mixed,1093,1011,744,450,310,57228.75,-19.211,52.35933211,-0.017576395,0.283623056,0.680695334,5.235933211
North West,,Female,Asian,3063,2826,2111,1548,1114,165190.5,1456.977,53.93095005,0.475669931,0.363695723,0.689193601,5.393095005
North West,,Female,Black,737,584,450,315,172,37483.25,234.987,50.85922659,0.318842605,0.233378562,0.610583446,5.085922659
North West,,Female,Chinese,142,123,125,101,85,9233.25,92.249,65.02288732,0.649640845,0.598591549,0.88028169,6.502288732
North West,,Female,,36486,35148,24121,15698,10440,1888388.75,-81.586,51.7565299,-0.002236091,0.286137148,0.661102889,5.17565299
North West,,Male,White,31620,30807,18091,10197,5780,1484379.75,-10676.476,46.94433112,-0.337649462,0.182795699,0.572137887,4.694433112
North West,,Male,Mixed,1078,1008,582,329,195,50323.75,-271.556,46.68251391,-0.251907236,0.180890538,0.539888683,4.668251391
North West,,Male,Asian,3276,3011,1986,1087,670,159676.5,285.564,48.74130037,0.087168498,0.204517705,0.606227106,4.874130037
North West,,Male,Black,787,625,423,227,106,36550.5,46.473,46.44282084,0.059050826,0.134688691,0.537484117,4.644282084
North West,,Male,Chinese,155,128,123,74,55,9155.5,62.209,59.06774194,0.401348387,0.35483871,0.793548387,5.906774194
North West,,Male,,37571,36104,21537,12105,6924,1769332.5,-10609.075,47.09303718,-0.282374038,0.184291076,0.573234676,4.709303718
Yorkshire and the Humber,,,White,44827,43657,27794,16390,9900,2203793.75,-2429.224,49.16219577,-0.05419109,0.220849042,0.620028108,4.916219577
Yorkshire and the Humber,,,Mixed,1658,1579,932,608,341,79676,-178.998,48.05548854,-0.107960193,0.205669481,0.56212304,4.805548854
Yorkshire and the Humber,,,Asian,5981,5680,3372,2179,1180,285401,537.198,47.71794014,0.089817422,0.197291423,0.56378532,4.771794014
Yorkshire and the Humber,,,Black,1081,856,585,393,197,50502.5,236.363,46.71831637,0.218652174,0.182238668,0.541165587,4.671831637
Yorkshire and the Humber,,,Chinese,118,94,99,70,56,7444.5,77.831,63.08898305,0.659584746,0.474576271,0.838983051,6.308898305
Yorkshire and the Humber,,,,54562,52641,33245,19948,11847,2667772.75,-1725.165,48.8943358,-0.031618434,0.217129137,0.609306844,4.88943358
Yorkshire and the Humber,,Female,White,22024,21456,14553,9325,6011,1131086.75,1654.085,51.35700826,0.07510375,0.272929531,0.66077915,5.135700826
Yorkshire and the Humber,,Female,Mixed,809,767,487,341,211,40893.5,59.827,50.54820766,0.073951792,0.260815822,0.60197775,5.054820766
Yorkshire and the Humber,,Female,Asian,2938,2790,1787,1307,781,148500.5,787.512,50.54475834,0.268043567,0.265827093,0.608236896,5.054475834
Yorkshire and the Humber,,Female,Black,530,423,327,229,129,26711.75,176.985,50.3995283,0.333933962,0.243396226,0.616981132,5.03995283
Yorkshire and the Humber,,Female,Chinese,64,52,58,41,33,4096.75,49.802,64.01171875,0.77815625,0.515625,0.90625,6.401171875
Yorkshire and the Humber,,Female,,26802,25873,17463,11415,7274,1372438,2794.307,51.20655175,0.104257406,0.271397657,0.651555854,5.120655175
Yorkshire and the Humber,,Male,White,22803,22201,13241,7065,3889,1072707,-4083.309,47.04236285,-0.179068938,0.170547735,0.58066921,4.704236285
Yorkshire and the Humber,,Male,Mixed,849,812,445,267,130,38782.5,-238.825,45.68021201,-0.281301531,0.153121319,0.524146054,4.568021201
Yorkshire and the Humber,,Male,Asian,3043,2890,1585,872,399,136900.5,-250.314,44.9886625,-0.082258955,0.131120605,0.520867565,4.49886625
Yorkshire and the Humber,,Male,Black,551,433,258,164,68,23790.75,59.378,43.17740472,0.107764065,0.123411978,0.468239564,4.317740472
Yorkshire and the Humber,,Male,Chinese,54,42,41,29,23,3347.75,28.029,61.99537037,0.519055556,0.425925926,0.759259259,6.199537037
Yorkshire and the Humber,,Male,,27760,26768,15782,8533,4573,1295334.75,-4519.472,46.66191463,-0.162805187,0.164733429,0.56851585,4.666191463
East Midlands,,,White,39888,38778,24410,14206,8526,1937568.75,-7063.704,48.57522939,-0.177088448,0.213748496,0.611963498,4.857522939
East Midlands,,,Mixed,1739,1653,1028,648,381,84182,-353.961,48.40828062,-0.203542841,0.219091432,0.591144336,4.840828062
East Midlands,,,Asian,3717,3349,2509,1684,1095,193579.5,840.109,52.0794996,0.226018025,0.294592413,0.675006726,5.20794996
East Midlands,,,Black,1137,976,644,408,205,53986,91.448,47.48109059,0.0804292,0.180299033,0.566402814,4.748109059
East Midlands,,,Chinese,133,98,110,85,70,8139,62.282,61.19548872,0.468285714,0.526315789,0.827067669,6.119548872
East Midlands,,,,47204,45346,29062,17280,10413,2305948.75,-6419.8,48.85070651,-0.136001186,0.220595712,0.615668164,4.885070651
East Midlands,,Female,White,19449,18922,12777,7958,5122,991797.25,-541.638,50.99476837,-0.027849144,0.263355442,0.656948943,5.099476837
East Midlands,,Female,Mixed,857,810,540,390,243,43712,-56.18,51.00583431,-0.065554259,0.283547258,0.630105018,5.100583431
East Midlands,,Female,Asian,1802,1626,1289,929,661,98255.25,689.304,54.52566593,0.382521643,0.36681465,0.715316315,5.452566593
East Midlands,,Female,Black,580,501,367,248,147,29314.5,115.686,50.54224138,0.199458621,0.253448276,0.632758621,5.054224138
East Midlands,,Female,Chinese,60,45,55,44,40,3909.25,32.648,65.15416667,0.544133333,0.666666667,0.916666667,6.515416667
East Midlands,,Female,,23035,22137,15224,9707,6296,1181888.75,290.97,51.30838941,0.012631647,0.273323204,0.660907315,5.130838941
East Midlands,,Male,White,20439,19856,11633,6248,3404,945771.5,-6522.066,46.27288517,-0.319099075,0.166544351,0.569157004,4.627288517
East Midlands,,Male,Mixed,882,843,488,258,138,40470,-297.781,45.88435374,-0.337620181,0.156462585,0.553287982,4.588435374
East Midlands,,Male,Asian,1915,1723,1220,755,434,95324.25,150.805,49.77767624,0.078749347,0.226631854,0.637075718,4.977767624
East Midlands,,Male,Black,557,475,277,160,58,24671.5,-24.238,44.2935368,-0.04351526,0.104129264,0.497307002,4.42935368
East Midlands,,Male,Chinese,73,53,55,41,30,4229.75,29.634,57.94178082,0.405945205,0.410958904,0.753424658,5.794178082
East Midlands,,Male,,24169,23209,13838,7573,4117,1124060,-6710.77,46.50833713,-0.277660226,0.170342174,0.572551616,4.650833713
West Midlands,,,White,44335,43111,26796,16190,9524,2172915,-5777.858,49.01127777,-0.130322725,0.214818992,0.604398331,4.901127777
West Midlands,,,Mixed,2742,2611,1554,981,574,132895.75,-379.809,48.46672137,-0.138515317,0.209336251,0.566739606,4.846672137
West Midlands,,,Asian,9009,8492,5695,3799,2319,457983.25,1276.282,50.83619159,0.141667444,0.257409257,0.632145632,5.083619159
West Midlands,,,Black,2727,2332,1471,986,521,129441.25,273.906,47.46653832,0.100442244,0.191052439,0.539420609,4.746653832
West Midlands,,,Chinese,153,122,123,95,79,9376.25,94.379,61.28267974,0.616856209,0.516339869,0.803921569,6.128267974
West Midlands,,,,60215,57709,36328,22549,13316,2962645,-4334.805,49.20111268,-0.07198879,0.221140912,0.603304824,4.920111268
West Midlands,,Female,White,21531,20982,13935,8962,5669,1107305.75,342.284,51.42844039,0.015897264,0.263294784,0.647206354,5.142844039
West Midlands,,Female,Mixed,1309,1257,787,527,322,66324,-14.616,50.66768526,-0.011165775,0.245989305,0.601222307,5.066768526
West Midlands,,Female,Asian,4324,4080,2882,2142,1402,228913.25,1223.621,52.94015957,0.28298358,0.324236818,0.666512488,5.294015957
West Midlands,,Female,Black,1382,1188,852,626,364,70708.5,431.973,51.16389291,0.312570912,0.263386397,0.616497829,5.116389291
West Midlands,,Female,Chinese,81,64,70,57,51,5305,59.348,65.49382716,0.732691358,0.62962963,0.864197531,6.549382716
West Midlands,,Female,,29219,28072,18884,12599,7983,1508690.5,2204.034,51.63388549,0.075431534,0.273212636,0.646291796,5.163388549
West Midlands,,Male,White,22804,22129,12861,7228,3855,1065609.25,-6120.142,46.72904973,-0.268380196,0.16904929,0.563980004,4.672904973
West Midlands,,Male,Mixed,1433,1354,767,454,252,66571.75,-365.193,46.45621075,-0.25484508,0.17585485,0.535240754,4.645621075
West Midlands,,Male,Asian,4685,4412,2813,1657,917,229070,52.661,48.89434365,0.011240342,0.195731057,0.600426894,4.889434365
West Midlands,,Male,Black,1345,1144,619,360,157,58732.75,-158.067,43.66747212,-0.117521933,0.116728625,0.460223048,4.366747212
West Midlands,,Male,Chinese,72,58,53,38,28,4071.25,35.031,56.54513889,0.486541667,0.388888889,0.736111111,5.654513889
West Midlands,,Male,,30996,29637,17444,9950,5333,1453954.5,-6538.839,46.90781069,-0.210957511,0.172054459,0.562782294,4.690781069
East,,,White,51961,50169,33054,19302,12120,2600078.5,-442.472,50.03903889,-0.008515464,0.233251862,0.636130944,5.003903889
East,,,Mixed,2615,2452,1627,1080,709,132808.5,45.863,50.78718929,0.017538432,0.271128107,0.622179732,5.078718929
East,,,Asian,3419,3125,2380,1715,1191,183479,1168.676,53.66452179,0.341818075,0.34834747,0.696109974,5.366452179
East,,,Black,1766,1504,1158,829,514,91694.75,519.523,51.92228199,0.294180634,0.291053228,0.655719139,5.192228199
East,,,Chinese,229,186,191,150,118,14267,128.935,62.30131004,0.563034934,0.515283843,0.834061135,6.230131004
East,,,,61059,58355,39063,23489,14916,3074997.5,1547.833,50.36108518,0.025349793,0.244288311,0.639758267,5.036108518
East,,Female,White,25394,24548,17152,10697,7232,1328483,3089.336,52.31483815,0.121656139,0.284791683,0.675435142,5.231483815
East,,Female,Mixed,1309,1227,872,598,409,69769.75,209.583,53.3000382,0.160109244,0.312452254,0.666157372,5.33000382
East,,Female,Asian,1650,1512,1180,866,637,91058,697.106,55.18666667,0.422488485,0.386060606,0.715151515,5.518666667
East,,Female,Black,904,775,642,474,310,49370.5,397.656,54.61338496,0.439884956,0.342920354,0.710176991,5.461338496
East,,Female,Chinese,115,89,98,77,62,7272.75,67.385,63.24130435,0.585956522,0.539130435,0.852173913,6.324130435
East,,Female,,29889,28597,20285,12947,8806,1572526.25,4544.082,52.61220683,0.152031918,0.29462344,0.678677774,5.261220683
East,,Male,White,26567,25621,15902,8605,4888,1271595.5,-3531.808,47.86372191,-0.132939662,0.183987654,0.598562126,4.786372191
East,,Male,Mixed,1306,1225,755,482,300,63038.75,-163.72,48.26856815,-0.125359877,0.229709035,0.578101072,4.826856815
East,,Male,Asian,1769,1613,1200,849,554,92421,471.57,52.24477106,0.266574336,0.313171283,0.67834935,5.224477106
